Job Family Group,Job Families,Job Profile Long,Career Track,Track Level,Career Track Sort,Pay Grade,Min,Mid,Max,Grade Key
Customer Support,Sales Support - Supply Sales,"Supervisor, Supply Sales - CAN",Management,MG1,47,8,49500,61900,74300,U8-1
Customer Support,Sales Support - Supply Sales,"Sr Supervisor, Supply Sales - CAN",Management,MG2,48,10,61500,76900,92300,U10-1
Customer Support,Sales Support - Supply Sales,"Manager, Supply Sales - CAN",Management,MG3,49,12,75800,94700,113700,U12-1
Customer Support,Sales Support - Supply Sales,"Sr Manager, Supply Sales - CAN",Management,MG4,50,14,91700,114600,137600,U14-1
Customer Support,Sales Support - Supply Sales,"Director, Supply Sales - CAN",Management,MG5,51,,100900,126100,151400,U15-1
Customer Support,Sales Support - Supply Sales,"Sr Director, Supply Sales - CAN",Management,MG6,52,,109900,137400,164900,U16-1
Inside Sales,Inbound Pump Sales,"Specialist 1, Inbound Pump Sales - CAN",Sales Support,SS1,14,5,,,,U5-1
Inside Sales,Inbound Pump Sales,"Specialist 2, Inbound Pump Sales - CAN",Sales Support,SS2,15,7,,,,U7-1
Inside Sales,Inbound Pump Sales,"Specialist 3, Inbound Pump Sales - CAN",Sales Support,SS3,16,8,,,,U8-1
Inside Sales,Inbound Pump Sales,"Specialist 4, Inbound Pump Sales - CAN",Sales Support,SS4,17,9,,,,U9-1
Inside Sales,Inbound Pump Sales,"Supervisor, Inbound Pump Sales - CAN",Management,MG1,47,9,,,,U9-1
Inside Sales,Inbound Pump Sales,"Sr Supervisor, Inbound Pump Sales - CAN",Management,MG2,48,10,,,,U10-1
Inside Sales,Inbound Pump Sales,"Manager, Inbound Pump Sales - CAN",Management,MG3,49,12,,,,U12-1
Inside Sales,Inbound Pump Sales,"Sr Manager, Inbound Pump Sales - CAN",Management,MG4,50,16,,,,U16-1
Human Resources,Diversity & Inclusion,Diversity & Inclusion Specialist I,Diversity & Inclusion Specialist I,BP1,31,9,55400,69300,83100,U9-1
Human Resources,Diversity & Inclusion,Diversity & Inclusion Specialist II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Human Resources,Diversity & Inclusion,Sr Diversity & Inclusion Program Manager I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Human Resources,Diversity & Inclusion,Sr Diversity & Inclusion Program Manager II,Business Professional,BP4,34,16,109900,137400,164900,U16-1
Human Resources,Diversity & Inclusion,Principal Diversity & Inclusion Program Manager,Business Professional,BP5,35,19,138400,176400,214500,U19-1
Human Resources,Diversity & Inclusion,Sr Principal Diversity & Inclusion Program Manager,Business Professional,BP6,36,21,161600,206000,250500,U21-1
Human Resources,Diversity & Inclusion,"Manager, Diversity & Inclusion",Management,MG3,49,16,109900,137400,164900,U16-1
Human Resources,Diversity & Inclusion,"Sr Manager, Diversity & Inclusion",Management,MG4,50,19,138400,176400,214500,U19-1
Human Resources,Diversity & Inclusion,"Director, Diversity & Inclusion",Management,MG5,51,21,161600,206000,250500,U21-1
Human Resources,Diversity & Inclusion,"Sr Director, Diversity & Inclusion",Management,MG6,52,23,188500,245000,301600,U23-1
Human Resources,HR Administration,HR Administrator I,Business Support,BS1,4,5,35300,44100,53000,U5-1
Human Resources,HR Administration,HR Administrator II,Business Support,BS2,5,6,39400,49300,59100,U6-1
Human Resources,HR Administration,HR Coordinator I,Business Support,BS3,6,8,49500,61900,74300,U8-1
Human Resources,HR Administration,HR Coordinator II,Business Support,BS4,7,9,55400,69300,83100,U9-1
Human Resources,HR Administration,"Supervisor, HR Administration",Management,MG1,47,10,61500,76900,92300,U10-1
Human Resources,HR Administration,"Sr Supervisor, HR Administration",Management,MG2,48,13,83400,104200,125100,U13-1
Human Resources,HR Administration,"Manager, HR Administration",Management,MG3,49,15,100900,126100,151400,U15-1
Human Resources,HR Administration,"Sr Manager, HR Administration",Management,MG4,50,18,126900,161800,196700,U18-1
Human Resources,HR Administration,"Director, HR Administration",Management,MG5,51,19,138400,176400,214500,U19-1
Human Resources,HR Administration,"Sr Director, HR Administration",Management,MG6,52,23,188500,245000,301600,U23-1
Facilities,Facilities Technicians,Facilities Technician I,Ops & Production Support,OS1,19,1,25100,31400,37700,U2-1
Facilities,Facilities Technicians,Facilities Technician II,Ops & Production Support,OS2,20,7,44200,55300,66300,U7-1
Facilities,Facilities Technicians,Facilities Technician III,Ops & Production Support,OS3,21,8,49500,61900,74300,U8-1
Facilities,Facilities Technicians,Facilities Technician IV,Ops & Production Support,OS4,22,10,61500,76900,92300,U10-1
Facilities,EHS,Environmental Health & Safety Coordinator I,Ops & Production Support,OS1,19,5,35300,44100,53000,U5-1
Facilities,EHS,Environmental Health & Safety Coordinator II,Ops & Production Support,OS2,20,6,39400,49300,59100,U6-1
Facilities,EHS,Sr Environmental Health & Safety Coordinator I,Ops & Production Support,OS3,21,8,49500,61900,74300,U8-1
Facilities,EHS,Sr Environmental Health & Safety Coordinator II,Ops & Production Support,OS4,22,11,68900,86100,103400,U11-1
Facilities,EHS,Environmental Health & Safety Specialist I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Facilities,EHS,Environmental Health & Safety Specialist II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Facilities,EHS,Sr Environmental Health & Safety Specialist I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Facilities,EHS,Sr Environmental Health & Safety Specialist II,Business Professional,BP4,34,16,109900,137400,164900,U16-1
Facilities,EHS,Principal Environmental Health & Safety Specialist,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Facilities,EHS,Sr Principal Environmental Health & Safety Specialist,Business Professional,BP6,36,20,149800,191000,232200,U20-1
Facilities,EHS,"Supervisor, Environmental Health & Safety",Management,MG1,47,10,61500,76900,92300,U10-1
Facilities,EHS,"Sr Supervisor, Environmental Health & Safety",Management,MG2,48,13,83400,104200,125100,U13-1
Facilities,EHS,"Manager, Environmental Health & Safety",Management,MG3,49,14,91700,114600,137600,U14-1
Facilities,EHS,"Sr Manager, Environmental Health & Safety",Management,MG4,50,17,119800,149800,179700,U17-1
Facilities,EHS,"Director, Environmental Health & Safety",Management,MG5,51,19,138400,176400,214500,U19-1
Facilities,EHS,"Sr Director, Environmental Health & Safety",Management,MG6,52,21,161600,206000,250500,U21-1
Facilities,Facilities,Facilities Coordinator I,Ops & Production Support,OS1,19,4,31400,39300,47100,U4-1
Facilities,Facilities,Facilities Coordinator II,Ops & Production Support,OS2,20,7,44200,55300,66300,U7-1
Facilities,Facilities,Sr Facilities Coordinator I,Ops & Production Support,OS3,21,8,49500,61900,74300,U8-1
Facilities,Facilities,Sr Facilities Coordinator II,Ops & Production Support,OS4,22,9,55400,69300,83100,U9-1
Facilities,Facilities,Facilities Administrator I,Business Professional,BP1,31,9,55400,69300,83100,U9-1
Facilities,Facilities,Facilities Administrator II,Business Professional,BP2,32,11,68900,86100,103400,U11-1
Facilities,Facilities,Sr Facilities Administrator I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Facilities,Facilities,Sr Facilities Administrator II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Facilities,Facilities,Principal Facilities Administrator,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Facilities,Facilities,Sr Principal Facilities Administrator,Business Professional,BP6,36,21,161600,206000,250500,U21-1
Facilities,Facilities,"Supervisor, Facilities",Management,MG1,47,10,61500,76900,92300,U10-1
Facilities,Facilities,"Sr Supervisor, Facilities",Management,MG2,48,14,91700,114600,137600,U14-1
Facilities,Facilities,"Manager, Facilities",Management,MG3,49,15,100900,126100,151400,U15-1
Facilities,Facilities,"Sr Manager, Facilities",Management,MG4,50,17,119800,149800,179700,U17-1
Facilities,Facilities,"Director, Facilities",Management,MG5,51,20,149800,191000,232200,U20-1
Facilities,Facilities,"Sr Director, Facilities",Management,MG6,52,23,188500,245000,301600,U23-1
Supply Chain,Material Handlers,Material Handler Assciate I,Ops & Production Support,OS1,19,3,28100,35100,42200,U3-1
Supply Chain,Material Handlers,Material Handler Assciate II,Ops & Production Support,OS2,20,4,31400,39300,47100,U4-1
Supply Chain,Material Handlers,Material Handler Assciate III,Ops & Production Support,OS3,21,4,35300,44100,53000,U5-1
Supply Chain,Material Handlers,Lead Material Handler Assciate,Ops & Production Support,OS4,22,6,39400,49300,59100,U6-1
Supply Chain,Material Handlers,"Supervisor, Material Handler",Management,MG1,47,9,55400,69300,83100,U9-1
Supply Chain,Material Handlers,"Sr Supervisor, Material Handler",Management,MG2,48,10,61500,76900,92300,U10-1
Supply Chain,Material Handlers,"Manager, Material Handler",Management,MG3,49,13,83400,104200,125100,U13-1
Supply Chain,Material Handlers,"Sr Manager, Material Handler",Management,MG4,50,15,100900,126100,151400,U15-1
Supply Chain,Material Handlers,"Director, Material Handler",Management,MG5,51,18,126900,161800,196700,U18-1
Supply Chain,Material Handlers,"Sr Director, Material Handler",Management,MG6,52,20,149800,191000,232200,U20-1
Supply Chain,Logistics,Logistics & Distribution Analyst I,Business Professional,BP1,31,7,44200,55300,66300,U7-1
Supply Chain,Logistics,Logistics & Distribution Analyst II,Business Professional,BP2,32,9,55400,69300,83100,U9-1
Supply Chain,Logistics,Sr Logistics & Distribution Analyst I,Business Professional,BP3,33,12,75800,94700,113700,U12-1
Supply Chain,Logistics,Sr Logistics & Distribution Analyst II,Business Professional,BP4,34,14,91700,114600,137600,U14-1
Supply Chain,Logistics,Principal Logistics & Distribution Analyst,Business Professional,BP5,35,17,119800,149800,179700,U17-1
Supply Chain,Logistics,Sr Principal Logistics & Distribution Analyst,Business Professional,BP6,36,19,138400,176400,214500,U19-1
Supply Chain,Logistics,"Supervisor, Logistics",Management,MG1,47,9,55400,69300,83100,U9-1
Supply Chain,Logistics,"Sr Supervisor, Logistics",Management,MG2,48,11,68900,86100,103400,U11-1
Supply Chain,Logistics,"Manager, Logistics",Management,MG3,49,13,83400,104200,125100,U13-1
Supply Chain,Logistics,"Sr Manager, Logistics",Management,MG4,50,17,119800,149800,179700,U17-1
Supply Chain,Logistics,"Director, Logistics",Management,MG5,51,19,138400,176400,214500,U19-1
Supply Chain,Logistics,"Sr Director, Logistics",Management,MG6,52,23,188500,245000,301600,U23-1
Supply Chain,Supply Chain Management,Supply Chain Specialist I,Business Professional,BP1,31,9,55400,69300,83100,U9-1
Supply Chain,Supply Chain Management,Supply Chain Specialist II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Supply Chain,Supply Chain Management,Sr Supply Chain Specialist I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Supply Chain,Supply Chain Management,Sr Supply Chain Specialist II,Business Professional,BP4,34,14,91700,114600,137600,U14-1
Supply Chain,Supply Chain Management,Principal Supply Chain Specialist,Business Professional,BP5,35,17,119800,149800,179700,U17-1
Supply Chain,Supply Chain Management,Sr Principal Supply Chain Specialist,Business Professional,BP6,36,19,138400,176400,214500,U19-1
Supply Chain,Supply Chain Management,"Supervisor, Supply Chain Management",Management,MG1,47,11,68900,86100,103400,U11-1
Supply Chain,Supply Chain Management,"Sr Supervisor, Supply Chain Management",Management,MG2,48,13,83400,104200,125100,U13-1
Supply Chain,Supply Chain Management,"Manager, Supply Chain Management",Management,MG3,49,14,91700,114600,137600,U14-1
Supply Chain,Supply Chain Management,"Sr Manager, Supply Chain Management",Management,MG4,50,17,119800,149800,179700,U17-1
Supply Chain,Supply Chain Management,"Director, Supply Chain Management",Management,MG5,51,19,138400,176400,214500,U19-1
Supply Chain,Supply Chain Management,"Sr Director, Supply Chain Management",Management,MG6,52,22,173100,225000,277000,U22-1
